name,videoUrl,imageUrl,instruction,componentIds,categories,prescriptions,patterns,bodyRegions,equipment,loadingSides,locations,liftPriorities,movementDirections,Column1,disabled
Partner Lateral Challenge - IB,https://iamaspire.aspire.qa/ExerciseVideo/Partner Lateral Challenge - IB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_1ef35964-ca13-489e-9cf8-46dab7f31c4b.png,"Face sideways with the iso belt around your waist and partner providing resistance. Step laterally against the tension, keeping your core tight, hips low, and movement controlled.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,run,total,functional:stability-ball,bipedal,"pitch,gym",assistance,lateral,,TRUE
Partner MB Squat Throw,https://iamaspire.aspire.qa/ExerciseVideo/Partner MB Squat Throw.mp4,,"Face your partner, both in a squat position. Simultaneously squat and throw the medicine ball to each other, keeping the core tight and movement explosive.",strength:corrective:spine,strength:corrective:spine,mb-drills-bil,squat,total,strength:barbells:trapbar,bipedal,"pitch,gym",assistance,linear,,TRUE
Partner Pull Combat - PB,https://iamaspire.aspire.qa/ExerciseVideo/Partner Pull Combat - PB.mp4,,"Face your partner, each holding one end of the power band. Pull with force in opposite directions, keeping your stance strong, core tight, and controlling the movement during the struggle.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,pull,total,functional:keiser,bilateral,"pitch,gym",supplemental,linear,,TRUE
Partner Resisted Acceleration [front],https://iamaspire.aspire.qa/ExerciseVideo/Partner Resisted Acceleration [front].mp4,,"Lean forward with your partner holding a band in front for resistance. Drive forward with powerful steps, keeping your core tight and body in a strong acceleration posture.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,run,total,free-weight:external-load,bilateral,"pitch,gym",supplemental,linear,,TRUE
Partner Resisted A-Skip - PB,https://iamaspire.aspire.qa/ExerciseVideo/Partner Resisted A-Skip - PB.mp4,,"With the band around your waist and partner resisting, perform A-skips forward, driving knees high and staying tall and controlled.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,walk,,strength:barbells:olympic,monopedal,"pitch,gym",supplemental,linear,,TRUE
Partner Resisted High Knees [in place] - PB,https://iamaspire.aspire.qa/ExerciseVideo/Partner Resisted High Knees [in place] - PB.mp4,,While partner pulls you with power-band backward|| run with high knee in the place. Stay tall and maintain short ground contact (think of ground is hot).,strength:corrective:spine,strength:corrective:spine,ext-load-bil,run,total,strength:barbells:trapbar,bilateral,"pitch,gym",supplemental,linear,,TRUE
Partner Resisted High Knees [run] - PB,https://iamaspire.aspire.qa/ExerciseVideo/Partner Resisted High Knees [run] - PB.mp4,,"With the band around your waist and partner behind, run in place with high knees. Keep posture tall, core tight, and drive the arms and legs with speed against the resistance.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,run,total,,bilateral,"pitch,gym",supplemental,linear,,TRUE
Partner Resisted Lateral Bound - PB,https://iamaspire.aspire.qa/ExerciseVideo/Partner Resisted Lateral Bound - PB.mp4,,"With the band around your waist, perform explosive lateral bounds, staying low and controlling each landing against your partner's resistance.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,run,total,,bilateral,"pitch,gym",supplemental,lateral,,TRUE
Partner Resisted March [in place] - PB OH,https://iamaspire.aspire.qa/ExerciseVideo/Partner Resisted March [in place] - PB OH.mp4,,"With the power band overhead and your partner holding the other end, march in place, driving your knees high against the resistance, keeping your core tight and posture strong.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,walk,total,functional:box,bilateral,"pitch,gym",supplemental,linear,,TRUE
Partner Resisted March [walk] - PB OH,https://iamaspire.aspire.qa/ExerciseVideo/Partner Resisted March [walk] - PB OH.mp4,,"With the power band overhead and your partner holding the other end, march forward, driving knees high and maintaining a strong posture, while resisting the band's tension.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,walk,total,functional:box,bilateral,"pitch,gym",supplemental,linear,,TRUE
Partner Shoulder to Shoulder Combat,https://iamaspire.aspire.qa/ExerciseVideo/Partner Shoulder to Shoulder Combat.mp4,,"Stand side by side with your partner, shoulders touching. Push against each other using controlled force, staying low, core engaged, and maintaining balance throughout the movement.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,total,bodyweight:pull-up-bar,bilateral,"pitch,gym",supplemental,lateral,,TRUE
Partner YB Pull Combat,,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,,strength:barbells:olympic,,,,,,TRUE
Pigeon Pose Stretch,https://iamaspire.aspire.qa/ExerciseVideo/Pigeon Pose Stretch.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_a888d193-61fd-40be-a349-956e540e0770.png,"Sit on the floor with one leg bent in front of you, shin angled, and the other leg extended straight back. Keep your hips square and gently lean forward over the front leg to stretch the hip.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,torsion,lower,,monopedal,"pitch,gym,mobile",assistance,torsional,,TRUE
Plate Reaching Squat - DI,https://iamaspire.aspire.qa/ExerciseVideo/Plate Reaching Squat - DI.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_422f2aa6-72e5-48a7-9de5-98823c2394bf.png,"Hold a weight plate close to your chest. As you squat down, extend the plate forward at shoulder height. Keep your core tight, back straight, and use the reach to help with balance and posture.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,squat,lower,,bipedal,"pitch,gym",assistance,linear,,TRUE
Pool Recovery,,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,,strength:barbells:olympic,,,,,,TRUE
Pop to Squat,https://iamaspire.aspire.qa/ExerciseVideo/,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,lower,,,,,,,TRUE
Power Clean - BB,https://iamaspire.aspire.qa/ExerciseVideo/Power Clean - BB.mp4,,"Lift the bar from your middle-thighs, explode through your hips, and catch it on your shoulders in a front squat. Stand tall to finish.",strength:corrective:spine,strength:corrective:spine,rsi-drills-bil,push,total,bodyweight:pull-up-bar,bilateral,gym,,linear,,TRUE
Prisoner Split Squat - BW,https://iamaspire.aspire.qa/ExerciseVideo/Prisoner Split Squat - BW.mp4,,"Stand in a split stance with hands behind your head. Lower into a squat, keeping your chest up, then push through your front heel to return. Switch legs after reps.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,functional:keiser,bipedal,"pitch,gym,mobile",assistance,linear,,TRUE
Prisoner Squat - BW,https://iamaspire.aspire.qa/ExerciseVideo/Prisoner Squat - BW.mp4,,"Stand with feet shoulder-width apart and hands behind your head. Squat down, keeping your chest up and core tight, then push through your heels to return to standing.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,squat,lower,strength:barbells:olympic,bipedal,"gym,pitch,mobile",assistance,linear,,TRUE
Prone Back Extension [diagonal],https://iamaspire.aspire.qa/ExerciseVideo/Prone Back Extension [diagonal].mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_169eb720-343a-42b5-a6fd-db2c25123541.png,"Lie face down with one arm extended overhead and the opposite leg straight back. Lift both diagonally, squeezing your glutes and back, then lower with control. Alternate sides.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,primitive,core,bodyweight:pull-up-bar,bilateral,"pitch,gym,mobile",corrective,linear,,TRUE
Prone Back Extension Y,https://iamaspire.aspire.qa/ExerciseVideo/Prone Back Extension Y.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_8f574353-e692-4d4c-9c19-298a4488e409.png,"Lie face down with arms extended overhead in a Y shape. Lift your chest and arms off the ground, squeezing your shoulder blades together, then lower back down with control.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,primitive,core,bodyweight:pull-up-bar,bilateral,"pitch,gym,mobile",corrective,linear,,TRUE
Pull Up,https://iamaspire.aspire.qa/ExerciseVideo/Pull Up.mp4,,"Hang from a bar with an overhand grip, hands shoulder-width apart. Pull your chest up toward the bar by engaging your back and arms, then lower down with control.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,pull,upper,,bilateral,gym,,linear,,TRUE
Pull Up - PB assisted,https://iamaspire.aspire.qa/ExerciseVideo/Pull Up - PB assisted.mp4,,"Hang with an overhand grip, then pull your chest up toward the bar, using the band for assistance. Lower with control.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,pull,upper,strength:barbells:olympic,bilateral,"gym,mobile",,,,TRUE
Pull Up - Rings,https://iamaspire.aspire.qa/ExerciseVideo/Pull Up - Rings.mp4,,"Hang from the rings with a neutral grip (palms facing each other). Pull your chest up by engaging your back and arms, keeping the movement controlled, then lower slowly to full extension.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,pull,upper,strength:barbells:olympic,bilateral,"gym,mobile",,,,TRUE
Pull Up [ECC],https://iamaspire.aspire.qa/ExerciseVideo/Pull Up [ECC].mp4,,"Jump or step up to the top position of a pull-up, then slowly lower yourself down with control over 3–5 seconds to full extension.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,pull,upper,functional:keiser,bilateral,"gym,mobile",,,,TRUE
Pull Up [ISO hold],https://iamaspire.aspire.qa/ExerciseVideo/Pull Up [ISO hold].mp4,,"Pull yourself up and hold at the top position with your chin above the bar. Keep your core tight and shoulders engaged, maintaining the hold for the desired time.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,pull,upper,,bilateral,"gym,mobile",,,,TRUE
Push & Jerk - BB,https://iamaspire.aspire.qa/ExerciseVideo/Push & Jerk - BB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_654f7555-e55f-470a-acba-6f4f1e4ca901.png,"Start with the barbell at shoulder height. Dip slightly by bending your knees, then drive up explosively, pushing the bar overhead while splitting or bending your legs to catch it. Stand tall to finish.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,total,free-weight:medicine-ball,bilateral,gym,supplemental,linear,,TRUE
Push Throw to Wall - MB,https://iamaspire.aspire.qa/ExerciseVideo/Push Throw to Wall - MB.mp4,,"Hold the medicine ball at chest level. Dip slightly, then explosively push and throw the ball forward into the wall, extending your arms fully. Catch or reset and repeat.",strength:corrective:spine,strength:corrective:spine,mb-drills-bil,press,total,bodyweight:pull-up-bar,bilateral,"pitch,gym",assistance,linear,,TRUE
Push Up,https://iamaspire.aspire.qa/ExerciseVideo/Push Up.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_fdca802e-3d88-4239-842f-4b1ac785beda.png,"Start in a plank position with hands under shoulders. Lower your chest to the floor by bending your elbows, keeping your body straight. Push back up to the starting position.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,upper,bodyweight:pull-up-bar,bilateral,"pitch,gym,mobile",assistance,linear,,TRUE
Push Up - DI,https://iamaspire.aspire.qa/ExerciseVideo/Push Up - DI.mp4,,"Place a disc on your back and assume a push-up position. Lower your chest to the ground, keeping your body straight, then push back up, maintaining control and stability throughout the movement.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,upper,functional:box,bilateral,"pitch,gym,mobile",assistance,linear,,TRUE
Push Up - Partner,https://iamaspire.aspire.qa/ExerciseVideo/Push Up - Partner.mp4,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,press,,strength:barbells:olympic,,,,,,TRUE
Push Up - Reverse,,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,,strength:barbells:olympic,,,,,,TRUE
Push Up - Rings,https://iamaspire.aspire.qa/ExerciseVideo/Push Up - Rings.mp4,,"Starting with your arms straight and scapular engaged, lower your body in between the rings by bending your arms. Keep your elbows close to your sides as you descend, and stop once your chest is at the same level as your hands. Push back up to the starting position, keeping your elbows pointed backwards the entire time.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,upper,bodyweight:pull-up-bar,bilateral,"pitch,gym,mobile",,,,TRUE
Push Up & Roll Out - BB,https://iamaspire.aspire.qa/ExerciseVideo/Push Up & Rollout - BB.mp4,,"Perform a push-up with hands on a barbell. At the top, drop to your knees and roll the bar forward, keeping your core tight. Pull it back in, return to plank, and repeat.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,"upper,core",,bilateral,"pitch,gym",assistance,linear,,TRUE
Push Up [feet elevated] - Rings,https://iamaspire.aspire.qa/ExerciseVideo/Push Up [feet elevated] - Rings.mp4,,"Place your feet up on a box with your arms straight and scapular engaged, lower your body in between the rings by bending your arms. Keep your elbows close to your sides as you descend, and stop once your chest is at the same level as your hands. Push back up to the starting position, keeping your elbows pointed backwards the entire time.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,upper,free-weight:medicine-ball,bilateral,"pitch,gym,mobile",,,,TRUE
Push Up Diamond,https://iamaspire.aspire.qa/ExerciseVideo/Push Up Diamond.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_db43cf39-dd38-4d56-a3df-bab1c37baeb0.png,Position your index fingers and thumbs in a diamond shape under your chest|| and extend your arms to elevate your body. Lower your chest towards your hands and keep your back flat then push back up to the starting position.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,upper,bodyweight:pull-up-bar,bilateral,"pitch,gym,mobile",,,,TRUE
Push Up Fly,https://iamaspire.aspire.qa/ExerciseVideo/Push Up Fly.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_9e461ff7-e9b2-4702-a5bd-da9358aa0d1a.png,"Keeping your body in a nice straight line, lower your chest to the ground, quickly push back up from the bottom of the push up, exploding up off the ground at the top. Lift your feet and hands up off the ground. As you land, bend your elbows and quickly sink right back to the bottom of the Push Up before exploding back up off the ground.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,upper,functional:box,bilateral,"pitch,gym,mobile",,,,TRUE
Push Up Jump,https://iamaspire.aspire.qa/ExerciseVideo/Push Up Jump.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_43e99606-e305-4709-90f4-d9e938d63217.png,"Keeping your body in a nice straight line, lower your chest to the ground, quickly push back up from the bottom of the push up, exploding up off the ground at the top. Lift your hands up off the ground. As you land, bend your elbows and quickly sink right back to the bottom of the Push Up before exploding back up off the ground.",strength:power:jumping,strength:corrective:spine,ext-load-bil,push,upper,bodyweight:pull-up-bar,bilateral,"gym,pitch,mobile",,linear,,TRUE
Push Up Plank Reach,,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,crawl,core,free-weight:medicine-ball,,"gym,pitch,mobile",,,,TRUE
Push Up to Acceleration,https://iamaspire.aspire.qa/ExerciseVideo/Push Up to Acceleration.mp4,,"Keeping your body in a nice straight line, lower your chest to the ground, quickly push back up from the bottom of the push up, accelerating for 10m.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,total,bodyweight:pull-up-bar,bilateral,"gym,pitch,mobile",supplemental,linear,,TRUE
Push Up to Side Plank,https://iamaspire.aspire.qa/ExerciseVideo/Push Up to Side Plank.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_ab113915-0774-4dd9-8809-20be3f6a9032.png,"Hands under the shoulders, feet a bit wider. Perform Push-up and as you lift, shift balance to one hand and take side plank position for a second. Be stable.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,"upper,core",bodyweight:pull-up-bar,bilateral,"gym,pitch,mobile",,,,TRUE
Push Up w Clap,https://iamaspire.aspire.qa/ExerciseVideo/Push Up w Clap.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_eda30876-ff26-4e58-97a2-560c425f9d9e.png,Place hands and feet wider than shoulder width. Chest out and core strong. Push as strong and fast that you can with the aim of take off your hand from the ground.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,upper,bodyweight:pull-up-bar,bilateral,"pitch,gym,mobile",,,,TRUE
Push Up w Shoulder Tap,https://iamaspire.aspire.qa/ExerciseVideo/Push Up w Shoulder Tap.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_4f57a23e-6314-4fbb-ba3d-505342611519.png,Place hands and feet wider than shoulder width. Chest out and core strong. Squeeze glutes to avoid arching the lower back. Keep trunk and pelvis fixed.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,push,"upper,core",bodyweight:pull-up-bar,bilateral,"pitch,gym,mobile",,,,TRUE
Quad - FoamRoller,https://iamaspire.aspire.qa/ExerciseVideo/Quad - FoamRoller.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_4f7611ed-b68f-441d-84ca-23e099301b16.png,Search trigger points and push on it keeping the pressure constant. Scale of pain out of 10 never more than 8 release it until 3-4.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,lower,bodyweight:pull-up-bar,bilateral,"pitch,gym,mobile",,,,TRUE
Quadruped Pelvic Tilts,https://iamaspire.aspire.qa/ExerciseVideo/Quadruped Pelvic Tilts.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_a6be14be-fadc-4430-b1d0-84f75083460e.png,Close eyes and focus only on hip movement. Make sure do not move other part of body except hip. Move slowly.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,core,,quadruped,"gym,pitch,mobile",,,,TRUE
Quadruped Scapula Protraction&Retraction,https://iamaspire.aspire.qa/ExerciseVideo/Quadruped Scapula Protraction&Retraction.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_114ff82c-7ece-44b1-938f-0e2761b32af8.png,Close eyes and focus only on upper back movement. Make sure do not move other part of body except upper back. Move slowly.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,upper,,quadruped,"pitch,gym,mobile",,,,TRUE
Quarter Back Squat - BB,https://iamaspire.aspire.qa/ExerciseVideo/Quarter Back Squat - BB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_2ddfbebf-a57e-44e4-a855-ab6388bbf925.png,"Dip under the bar to put it behind the neck across the top of the back, and grip the bar with the hands wider than shoulder-width apart. Lift the chest up and squeeze the shoulder blades together to keep the straight back throughout the entire movement. Lower your body until your knees are bent at about a 45-degree angle.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,squat,lower,,bipedal,gym,supplemental,,,TRUE
RDL - BB,https://iamaspire.aspire.qa/ExerciseVideo/RDL - BB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_9475d14e-c303-4b64-89c6-5cd021bdb9ef.png,"Begin the downward movement by lowering the bar slowly, making sure that the bar remains as close as possible to the body. As the bar is lowered, the hips flex and move backward, the knees remain slightly flexed and the shoulders move forward and remain directly over, or in front of, the bar. Once the bar reaches its lowest point, instead of hinging at the hip and bringing the barbell back into the hip, you will perform a clean and step forward onto a box.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,dl-hinge,lower,strength:barbells:olympic,bipedal,"pitch,gym,mobile",,,,TRUE
RDL - KB,https://iamaspire.aspire.qa/ExerciseVideo/RDL - KB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_6d63d4e3-9348-4f05-b92b-ffe2b5965e1e.png,"Begin the downward movement by lowering the kettlebell slowly. As the kettlebell is lowered, the hips flex and move backward, the knees remain slightly flexed and the shoulders move forward and remain directly over. Once the kettlebell reaches its lowest point, extend the hips to begin the upward movement. The hips move forward as they extend, while the shoulders move backward as the torso moves toward the vertical position.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,dl-hinge,lower,strength:kettlebells,bipedal,"pitch,gym,mobile",assistance,,,TRUE
RDL - Landmine,https://iamaspire.aspire.qa/ExerciseVideo/RDL - Landmine.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_5d0e7aa7-2578-40ec-9bfa-0c46e7e0140d.png,Stand with a bar in between your legs and lay the bar in the notch of a v-bar with both hands on the handle. Stand tall and begin the RDL by pushing your hips back and hinging forward until the bar is just below knee height. Drive through the whole foot and focus on pushing the floor away.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,dl-hinge,lower,functional:harness,bipedal,gym,assistance,,,TRUE
RDL - TB,https://iamaspire.aspire.qa/ExerciseVideo/RDL - TB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_cd314940-864a-4a8f-8cc0-da8cece0ccd8.png,Stand inside of the trap bar with a hip width stance. Assume a neutral grip on the handles and deadlift the weight into position at the top with the hips and knees locked out. Begin the RDL by pushing your hips back and hinging forward until the bar is just below knee height. Drive through the whole foot and focus on pushing the floor away.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,dl-hinge,lower,strength:barbells:olympic,bipedal,gym,supplemental,,,TRUE
RDL Clean to Box - BB,https://iamaspire.aspire.qa/ExerciseVideo/RDL Clean to Box - BB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_2941a0a6-951c-45a6-adec-084e271ebb5f.png,"Begin the downward movement by lowering the bar slowly, making sure that the bar remains as close as possible to the body. As the bar is lowered, the hips flex and move backward, the knees remain slightly flexed and the shoulders move forward and remain directly over, or in front of, the bar. Once the bar reaches its lowest point, instead of hinging at the hip and bringing the barbell back into the hip, you will perform a clean and step forward onto a box.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,dl-hinge,total,functional:box,monopedal,gym,,,,TRUE
RDL Clean to Box Step Up - BB,https://iamaspire.aspire.qa/ExerciseVideo/RDL Clean to Box Step Up - BB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_3265aa4a-800c-495f-b096-d0abb763fce9.png,"Begin the downward movement by lowering the bar slowly, making sure that the bar remains as close as possible to the body. As the bar is lowered, the hips flex and move backward, the knees remain slightly flexed and the shoulders move forward and remain directly over, or in front of, the bar. Once the bar reaches its lowest point, instead of hinging at the hip and bringing the barbell back into the hip, you will perform a clean and step forward onto a box and step up.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,dl-hinge,total,strength:dumbbells:regular,monopedal,gym,,,,TRUE
Renegade Rows - DB,https://iamaspire.aspire.qa/ExerciseVideo/Renegade Rows - DB.mp4,,,strength:corrective:spine,strength:corrective:spine,ext-load-uni,primitive,,,,,,,,TRUE
Resisted Dedbug - KS,https://iamaspire.aspire.qa/ExerciseVideo/,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,,,,,,,,TRUE
Reverse Crunch,https://iamaspire.aspire.qa/ExerciseVideo/Reverse Crunch.mp4,,"Bend your legs at the knee and brace your abs to slowly raise your legs so the knees are directly over your hips and your lower legs are parallel to the floor (bent 90 degrees). Contract the abs as you exhale to curl your hips and knees toward your chest, with only your hips coming off the floor as you curl. Return slowly to the starting position as you inhale, with your knees over your hips still bent 90 degrees.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,,core,functional:box,bilateral,"pitch,gym,mobile",,,,TRUE
Reverse Lunge - BB,https://iamaspire.aspire.qa/ExerciseVideo/Reverse Lunge - BB.mp4,,"Elevate your chest and brace your core by tensing your abdominal muscles. Initiate the movement by stepping straight back with one foot, keeping the other foot firmly planted. As you step back, maintain a vertical alignment to prevent any sideways shift that could disrupt your balance.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,bodyweight:pull-up-bar,monopedal,gym,,,,TRUE
Reverse Nordic - BW,https://iamaspire.aspire.qa/ExerciseVideo/Reverse Nordic - BW.mp4,,Start in a tall knee position and slowly lean backwards as far as you can without falling and keeping a neutral hip angle. Keep the core braced to hold a neutral spine.,strength:corrective:spine,strength:corrective:spine,ext-load-bil,carry,lower,bodyweight:pull-up-bar,bilateral,"pitch,gym,mobile",,,,TRUE
Reverse Nordic - DI,https://iamaspire.aspire.qa/ExerciseVideo/Reverse Nordic - DI.mp4,,"Start in a tall knee position, holding the disc, and slowly lean backwards as far as you can without falling and keeping a neutral hip angle. Keep the core braced to hold a neutral spine.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,carry,lower,strength:barbells:trapbar,bilateral,"pitch,gym,mobile",,,,TRUE
Reverse Step w Row - KS,https://iamaspire.aspire.qa/ExerciseVideo/Reverse Step w Row - KS.mp4,,"Simultaneously step backward with one foot while pulling the handle towards your torso, keeping your elbows close to your body. Focus on squeezing your shoulder blades together at the peak of the movement. Step forward to the starting position while extending your arms back to the initial position.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,pull,total,bodyweight:pull-up-bar,monopedal,gym,,,,TRUE
Reverse to Forward Lunge - BB,https://iamaspire.aspire.qa/ExerciseVideo/Reverse to Forward Lunge - BB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_dd63554b-f6c5-47b7-a84e-c367cda41c7a.png,"Begin by shifting forward and powerfully pushing off the ground with your back leg, while straightening the front knee and hip.",strength:corrective:spine,strength:corrective:spine,ext-load-uni,squat,lower,free-weight:power-band,monopedal,gym,,,,TRUE
Roll Fwd Bkw,https://iamaspire.aspire.qa/ExerciseVideo/,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,total,,,,,,,TRUE
Roll Hip Flex,https://iamaspire.aspire.qa/ExerciseVideo/,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,total,,,,,,,TRUE
Roll SL,https://iamaspire.aspire.qa/ExerciseVideo/,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,total,,,,,,,TRUE
Roll Squat,https://iamaspire.aspire.qa/ExerciseVideo/,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,total,,,,,,,TRUE
Roll Stand,https://iamaspire.aspire.qa/ExerciseVideo/,,,strength:corrective:spine,strength:corrective:spine,ext-load-bil,,total,,,,,,,TRUE
Rolling Squat - DI,https://iamaspire.aspire.qa/ExerciseVideo/Rolling Squat - DI.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_8290d17d-91a1-4f26-b4e2-6dbea1510352.png,"Stand up with your feet shoulder-width apart holding the disc. Bend your knees and press your hips back, until the glutes touch the floor. Roll back with your knees bent. Roll forward into the squat position and stand up.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,squat,total,strength:kettlebells,bipedal,"pitch,gym,mobile",assistance,,,TRUE
Rollout - BB,https://iamaspire.aspire.qa/ExerciseVideo/Rollout - BB.mp4,https://iamaspire.aspire.qa/ExerciseVideo/ExerciseThumbNailImage/11-Jun-2024_be2e20c9-8d67-4af8-b62e-cbc6cd0c0967.png,"Start in a tall kneeling position with hands around shoulder width apart on bar, core engaged. Roll forward with the back straight, no arching, core tight and hips moving with the torso. Keep arms even, no rotation, bar path straight. Bar should be approximately shoulder height or slightly lower when extended.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,,core,functional:box,,"pitch,gym,mobile",assistance,,,TRUE
Rollout [kneeling] - TRX,https://iamaspire.aspire.qa/ExerciseVideo/Rollout [kneeling] - TRX.mp4,,"Kneel facing away from anchor point (under TRX) with your spine neutral, avoiding any rounding of the back. Squeeze your glutes and brace your core. Roll forward, keeping your arms straight and aligned with your body, back remains flat. Avoid letting your hips sag or rise in end position. Pull yourself back to the starting position by driving your elbows down and towards your knees. Inhale out, exhale while returning.",strength:corrective:spine,strength:corrective:spine,ext-load-bil,,core,strength:barbells:olympic,,"pitch,gym",,,,TRUE
